,title,stats,type,highlighted,home,away,match_id
3,Aerial duels won,"['10 (40%)', '15 (60%)']",text,away,10 (40%),15 (60%),3241244
4,Successful dribbles,"['8 (42%)', '9 (53%)']",text,away,8 (42%),9 (53%),3241244
0,Discipline,"[None, None]",title,equal,,,3241244
1,Yellow cards,"[3, 0]",text,home,3.0,0.0,3241244
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241244
0,Ball possession,"[56, 44]",graph,home,56,44,3242243
1,Expected goals (xG),"['1.59', '1.35']",text,home,1.59,1.35,3242243
2,Total shots,"[10, 13]",text,away,10,13,3242243
3,Big chances,"[3, 1]",text,home,3,1,3242243
4,Big chances missed,"[3, 1]",text,away,3,1,3242243
5,Accurate passes,"['397 (79%)', '307 (78%)']",text,home,397 (79%),307 (78%),3242243
6,Fouls committed,"[13, 18]",text,home,13,18,3242243
7,Offsides,"[2, 0]",text,away,2,0,3242243
8,Corners,"[4, 5]",text,away,4,5,3242243
0,Shots,"[None, None]",title,equal,,,3242243
1,Total shots,"[10, 13]",text,away,10.0,13.0,3242243
2,Shots off target,"[5, 7]",text,away,5.0,7.0,3242243
3,Shots on target,"[3, 4]",text,away,3.0,4.0,3242243
4,Blocked shots,"[2, 2]",text,equal,2.0,2.0,3242243
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,3242243
6,Shots inside box,"[7, 10]",text,away,7.0,10.0,3242243
7,Shots outside box,"[3, 3]",text,equal,3.0,3.0,3242243
0,Expected goals (xG),"[None, None]",title,equal,,,3242243
1,Expected goals (xG),"['1.59', '1.35']",text,home,1.59,1.35,3242243
2,xG first half,"['1.50', '0.37']",text,home,1.50,0.37,3242243
3,xG second half,"['0.09', '0.98']",text,away,0.09,0.98,3242243
4,xG open play,"['1.49', '1.17']",text,home,1.49,1.17,3242243
5,xG set play,"['0.10', '0.18']",text,away,0.10,0.18,3242243
6,xG on target (xGOT),"['1.19', '0.95']",text,home,1.19,0.95,3242243
0,Passes,"[None, None]",title,equal,,,3242243
1,Passes,"[501, 392]",text,home,501,392,3242243
2,Accurate passes,"['397 (79%)', '307 (78%)']",text,home,397 (79%),307 (78%),3242243
3,Own half,"[269, 118]",text,home,269,118,3242243
4,Opposition half,"[128, 189]",text,away,128,189,3242243
5,Accurate long balls,"['40 (47%)', '32 (54%)']",text,home,40 (47%),32 (54%),3242243
6,Accurate crosses,"['8 (47%)', '5 (24%)']",text,home,8 (47%),5 (24%),3242243
7,Throws,"[19, 20]",text,away,19,20,3242243
0,Defence,"[None, None]",title,equal,,,3242243
1,Tackles won,"['15 (60%)', '18 (69%)']",text,away,15 (60%),18 (69%),3242243
2,Interceptions,"[8, 14]",text,away,8,14,3242243
3,Blocks,"[0, 0]",text,equal,0,0,3242243
4,Clearances,"[16, 13]",text,home,16,13,3242243
5,Keeper saves,"[4, 3]",text,home,4,3,3242243
0,Duels,"[None, None]",title,equal,,,3242243
1,Duels won,"[67, 74]",text,away,67,74,3242243
2,Ground duels won,"['47 (51%)', '45 (49%)']",text,home,47 (51%),45 (49%),3242243
3,Aerial duels won,"['20 (41%)', '29 (59%)']",text,away,20 (41%),29 (59%),3242243
4,Successful dribbles,"['7 (33%)', '7 (50%)']",text,equal,7 (33%),7 (50%),3242243
0,Discipline,"[None, None]",title,equal,,,3242243
1,Yellow cards,"[1, 0]",text,home,1.0,0.0,3242243
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3242243
0,Ball possession,"[52, 48]",graph,home,52,48,3456339
1,Expected goals (xG),"['0.68', '1.48']",text,away,0.68,1.48,3456339
2,Total shots,"[9, 15]",text,away,9,15,3456339
3,Big chances,"[1, 2]",text,away,1,2,3456339
4,Big chances missed,"[1, 2]",text,home,1,2,3456339
5,Accurate passes,"['449 (86%)', '414 (87%)']",text,home,449 (86%),414 (87%),3456339
6,Fouls committed,"[12, 9]",text,away,12,9,3456339
7,Offsides,"[2, 0]",text,away,2,0,3456339
8,Corners,"[5, 7]",text,away,5,7,3456339
0,Shots,"[None, None]",title,equal,,,3456339
1,Total shots,"[9, 15]",text,away,9.0,15.0,3456339
2,Shots off target,"[5, 3]",text,home,5.0,3.0,3456339
3,Shots on target,"[3, 6]",text,away,3.0,6.0,3456339
4,Blocked shots,"[1, 6]",text,away,1.0,6.0,3456339
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,3456339
6,Shots inside box,"[6, 7]",text,away,6.0,7.0,3456339
7,Shots outside box,"[3, 8]",text,away,3.0,8.0,3456339
0,Expected goals (xG),"[None, None]",title,equal,,,3456339
1,Expected goals (xG),"['0.68', '1.48']",text,away,0.68,1.48,3456339
2,xG first half,"['0.26', '0.63']",text,away,0.26,0.63,3456339
3,xG second half,"['0.42', '0.86']",text,away,0.42,0.86,3456339
4,xG open play,"['0.23', '1.43']",text,away,0.23,1.43,3456339
5,xG set play,"['0.45', '0.06']",text,home,0.45,0.06,3456339
6,xG on target (xGOT),"['0.86', '1.65']",text,away,0.86,1.65,3456339
0,Passes,"[None, None]",title,equal,,,3456339
1,Passes,"[524, 474]",text,home,524,474,3456339
2,Accurate passes,"['449 (86%)', '414 (87%)']",text,home,449 (86%),414 (87%),3456339
3,Own half,"[298, 218]",text,home,298,218,3456339
4,Opposition half,"[151, 196]",text,away,151,196,3456339
5,Accurate long balls,"['46 (55%)', '21 (51%)']",text,home,46 (55%),21 (51%),3456339
6,Accurate crosses,"['5 (25%)', '4 (19%)']",text,home,5 (25%),4 (19%),3456339
7,Throws,"[12, 10]",text,home,12,10,3456339
0,Defence,"[None, None]",title,equal,,,3456339
1,Tackles won,"['10 (59%)', '7 (58%)']",text,home,10 (59%),7 (58%),3456339
2,Interceptions,"[7, 7]",text,equal,7,7,3456339
3,Blocks,"[0, 0]",text,equal,0,0,3456339
4,Clearances,"[17, 15]",text,home,17,15,3456339
5,Keeper saves,"[6, 3]",text,home,6,3,3456339
0,Duels,"[None, None]",title,equal,,,3456339
1,Duels won,"[55, 42]",text,home,55,42,3456339
2,Ground duels won,"['39 (57%)', '30 (43%)']",text,home,39 (57%),30 (43%),3456339
3,Aerial duels won,"['16 (57%)', '12 (43%)']",text,home,16 (57%),12 (43%),3456339
4,Successful dribbles,"['13 (81%)', '6 (50%)']",text,home,13 (81%),6 (50%),3456339
0,Discipline,"[None, None]",title,equal,,,3456339
1,Yellow cards,"[3, 2]",text,home,3.0,2.0,3456339
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3456339
0,Ball possession,"[57, 43]",graph,home,57,43,3242750
1,Expected goals (xG),"['1.85', '0.87']",text,home,1.85,0.87,3242750
2,Total shots,"[14, 9]",text,home,14,9,3242750
3,Big chances,"[2, 1]",text,home,2,1,3242750
4,Big chances missed,"[1, 0]",text,away,1,0,3242750
5,Accurate passes,"['321 (74%)', '221 (65%)']",text,home,321 (74%),221 (65%),3242750
6,Fouls committed,"[16, 9]",text,away,16,9,3242750
7,Offsides,"[0, 0]",text,equal,0,0,3242750
8,Corners,"[11, 5]",text,home,11,5,3242750
0,Shots,"[None, None]",title,equal,,,3242750
1,Total shots,"[14, 9]",text,home,14.0,9.0,3242750
2,Shots off target,"[4, 1]",text,home,4.0,1.0,3242750
3,Shots on target,"[5, 4]",text,home,5.0,4.0,3242750
4,Blocked shots,"[5, 4]",text,home,5.0,4.0,3242750
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3242750
6,Shots inside box,"[10, 6]",text,home,10.0,6.0,3242750
7,Shots outside box,"[4, 3]",text,home,4.0,3.0,3242750
0,Expected goals (xG),"[None, None]",title,equal,,,3242750
1,Expected goals (xG),"['1.85', '0.87']",text,home,1.85,0.87,3242750
2,xG first half,"['0.81', '0.40']",text,home,0.81,0.40,3242750
3,xG second half,"['1.05', '0.47']",text,home,1.05,0.47,3242750
4,xG open play,"['0.82', '0.67']",text,home,0.82,0.67,3242750
5,xG set play,"['1.03', '0.20']",text,home,1.03,0.20,3242750
6,xG on target (xGOT),"['1.19', '1.70']",text,away,1.19,1.70,3242750
0,Passes,"[None, None]",title,equal,,,3242750
1,Passes,"[433, 340]",text,home,433,340,3242750
2,Accurate passes,"['321 (74%)', '221 (65%)']",text,home,321 (74%),221 (65%),3242750
3,Own half,"[129, 115]",text,home,129,115,3242750
4,Opposition half,"[192, 106]",text,home,192,106,3242750
5,Accurate long balls,"['25 (45%)', '34 (41%)']",text,away,25 (45%),34 (41%),3242750
6,Accurate crosses,"['4 (14%)', '3 (25%)']",text,home,4 (14%),3 (25%),3242750
7,Throws,"[22, 24]",text,away,22,24,3242750
0,Defence,"[None, None]",title,equal,,,3242750
1,Tackles won,"['7 (47%)', '9 (75%)']",text,away,7 (47%),9 (75%),3242750
2,Interceptions,"[14, 12]",text,home,14,12,3242750
3,Blocks,"[0, 0]",text,equal,0,0,3242750
4,Clearances,"[8, 34]",text,away,8,34,3242750
5,Keeper saves,"[2, 3]",text,away,2,3,3242750
0,Duels,"[None, None]",title,equal,,,3242750
1,Duels won,"[51, 50]",text,home,51,50,3242750
2,Ground duels won,"['30 (45%)', '37 (55%)']",text,away,30 (45%),37 (55%),3242750
3,Aerial duels won,"['21 (62%)', '13 (38%)']",text,home,21 (62%),13 (38%),3242750
4,Successful dribbles,"['7 (58%)', '9 (56%)']",text,away,7 (58%),9 (56%),3242750
0,Discipline,"[None, None]",title,equal,,,3242750
1,Yellow cards,"[3, 1]",text,home,3.0,1.0,3242750
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3242750
0,Ball possession,"[58, 42]",graph,home,58,42,3241331
1,Expected goals (xG),"['1.63', '1.94']",text,away,1.63,1.94,3241331
2,Total shots,"[19, 8]",text,home,19,8,3241331
3,Big chances,"[2, 5]",text,away,2,5,3241331
4,Big chances missed,"[1, 3]",text,home,1,3,3241331
5,Accurate passes,"['368 (81%)', '255 (77%)']",text,home,368 (81%),255 (77%),3241331
6,Fouls committed,"[6, 17]",text,home,6,17,3241331
7,Offsides,"[3, 2]",text,away,3,2,3241331
8,Corners,"[3, 0]",text,home,3,0,3241331
0,Shots,"[None, None]",title,equal,,,3241331
1,Total shots,"[19, 8]",text,home,19.0,8.0,3241331
2,Shots off target,"[9, 4]",text,home,9.0,4.0,3241331
3,Shots on target,"[5, 3]",text,home,5.0,3.0,3241331
4,Blocked shots,"[5, 1]",text,home,5.0,1.0,3241331
5,Hit woodwork,"[0, 2]",text,away,0.0,2.0,3241331
6,Shots inside box,"[12, 6]",text,home,12.0,6.0,3241331
7,Shots outside box,"[7, 2]",text,home,7.0,2.0,3241331
0,Expected goals (xG),"[None, None]",title,equal,,,3241331
1,Expected goals (xG),"['1.63', '1.94']",text,away,1.63,1.94,3241331
2,xG first half,"['0.92', '1.10']",text,away,0.92,1.10,3241331
3,xG second half,"['0.72', '0.85']",text,away,0.72,0.85,3241331
4,xG open play,"['1.25', '1.15']",text,home,1.25,1.15,3241331
5,xG set play,"['0.38', '0.00']",text,home,0.38,0.00,3241331
6,xG penalty,"['0.00', '0.79']",text,away,0.00,0.79,3241331
7,xG on target (xGOT),"['1.98', '1.85']",text,home,1.98,1.85,3241331
0,Passes,"[None, None]",title,equal,,,3241331
1,Passes,"[452, 333]",text,home,452,333,3241331
2,Accurate passes,"['368 (81%)', '255 (77%)']",text,home,368 (81%),255 (77%),3241331
3,Own half,"[181, 146]",text,home,181,146,3241331
4,Opposition half,"[187, 109]",text,home,187,109,3241331
5,Accurate long balls,"['35 (56%)', '18 (39%)']",text,home,35 (56%),18 (39%),3241331
6,Accurate crosses,"['6 (19%)', '1 (20%)']",text,home,6 (19%),1 (20%),3241331
7,Throws,"[28, 12]",text,home,28,12,3241331
0,Defence,"[None, None]",title,equal,,,3241331
1,Tackles won,"['15 (60%)', '7 (58%)']",text,home,15 (60%),7 (58%),3241331
2,Interceptions,"[13, 13]",text,equal,13,13,3241331
3,Blocks,"[0, 0]",text,equal,0,0,3241331
4,Clearances,"[2, 29]",text,away,2,29,3241331
5,Keeper saves,"[0, 5]",text,away,0,5,3241331
0,Duels,"[None, None]",title,equal,,,3241331
1,Duels won,"[64, 39]",text,home,64,39,3241331
2,Ground duels won,"['48 (68%)', '23 (32%)']",text,home,48 (68%),23 (32%),3241331
3,Aerial duels won,"['16 (50%)', '16 (50%)']",text,equal,16 (50%),16 (50%),3241331
4,Successful dribbles,"['8 (67%)', '5 (29%)']",text,home,8 (67%),5 (29%),3241331
0,Discipline,"[None, None]",title,equal,,,3241331
1,Yellow cards,"[1, 3]",text,away,1.0,3.0,3241331
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241331
0,Ball possession,"[60, 40]",graph,home,60,40,3241371
1,Expected goals (xG),"['1.95', '1.00']",text,home,1.95,1.00,3241371
2,Total shots,"[13, 6]",text,home,13,6,3241371
3,Big chances,"[2, 2]",text,equal,2,2,3241371
4,Big chances missed,"[2, 1]",text,away,2,1,3241371
5,Accurate passes,"['436 (82%)', '278 (75%)']",text,home,436 (82%),278 (75%),3241371
6,Fouls committed,"[15, 16]",text,home,15,16,3241371
7,Offsides,"[0, 2]",text,home,0,2,3241371
8,Corners,"[7, 2]",text,home,7,2,3241371
0,Shots,"[None, None]",title,equal,,,3241371
1,Total shots,"[13, 6]",text,home,13.0,6.0,3241371
2,Shots off target,"[5, 3]",text,home,5.0,3.0,3241371
3,Shots on target,"[6, 3]",text,home,6.0,3.0,3241371
4,Blocked shots,"[2, 0]",text,home,2.0,0.0,3241371
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3241371
6,Shots inside box,"[8, 5]",text,home,8.0,5.0,3241371
7,Shots outside box,"[5, 1]",text,home,5.0,1.0,3241371
0,Expected goals (xG),"[None, None]",title,equal,,,3241371
1,Expected goals (xG),"['1.95', '1.00']",text,home,1.95,1.00,3241371
2,xG first half,"['0.36', '0.87']",text,away,0.36,0.87,3241371
3,xG second half,"['1.59', '0.14']",text,home,1.59,0.14,3241371
4,xG open play,"['0.92', '0.95']",text,away,0.92,0.95,3241371
5,xG set play,"['0.25', '0.06']",text,home,0.25,0.06,3241371
6,xG penalty,"['0.79', '0.00']",text,home,0.79,0.00,3241371
7,xG on target (xGOT),"['0.89', '1.46']",text,away,0.89,1.46,3241371
0,Passes,"[None, None]",title,equal,,,3241371
1,Passes,"[531, 373]",text,home,531,373,3241371
2,Accurate passes,"['436 (82%)', '278 (75%)']",text,home,436 (82%),278 (75%),3241371
3,Own half,"[150, 141]",text,home,150,141,3241371
4,Opposition half,"[286, 137]",text,home,286,137,3241371
5,Accurate long balls,"['43 (62%)', '24 (35%)']",text,home,43 (62%),24 (35%),3241371
6,Accurate crosses,"['7 (23%)', '2 (29%)']",text,home,7 (23%),2 (29%),3241371
7,Throws,"[31, 19]",text,home,31,19,3241371
0,Defence,"[None, None]",title,equal,,,3241371
1,Tackles won,"['9 (90%)', '20 (74%)']",text,away,9 (90%),20 (74%),3241371
2,Interceptions,"[6, 20]",text,away,6,20,3241371
3,Blocks,"[0, 0]",text,equal,0,0,3241371
4,Clearances,"[1, 17]",text,away,1,17,3241371
5,Keeper saves,"[2, 6]",text,away,2,6,3241371
0,Duels,"[None, None]",title,equal,,,3241371
1,Duels won,"[51, 55]",text,away,51,55,3241371
2,Ground duels won,"['35 (44%)', '44 (56%)']",text,away,35 (44%),44 (56%),3241371
3,Aerial duels won,"['16 (59%)', '11 (41%)']",text,home,16 (59%),11 (41%),3241371
4,Successful dribbles,"['10 (48%)', '5 (56%)']",text,home,10 (48%),5 (56%),3241371
0,Discipline,"[None, None]",title,equal,,,3241371
1,Yellow cards,"[4, 1]",text,home,4.0,1.0,3241371
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241371
0,Ball possession,"[43, 57]",graph,away,43,57,3241322
1,Expected goals (xG),"['1.44', '0.50']",text,home,1.44,0.50,3241322
2,Total shots,"[16, 11]",text,home,16,11,3241322
3,Big chances,"[2, 0]",text,home,2,0,3241322
4,Big chances missed,"[1, 0]",text,away,1,0,3241322
5,Accurate passes,"['281 (82%)', '420 (88%)']",text,away,281 (82%),420 (88%),3241322
6,Fouls committed,"[16, 14]",text,away,16,14,3241322
7,Offsides,"[2, 1]",text,away,2,1,3241322
8,Corners,"[11, 5]",text,home,11,5,3241322
0,Shots,"[None, None]",title,equal,,,3241322
1,Total shots,"[16, 11]",text,home,16.0,11.0,3241322
2,Shots off target,"[5, 5]",text,equal,5.0,5.0,3241322
3,Shots on target,"[6, 3]",text,home,6.0,3.0,3241322
4,Blocked shots,"[5, 3]",text,home,5.0,3.0,3241322
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3241322
6,Shots inside box,"[10, 4]",text,home,10.0,4.0,3241322
7,Shots outside box,"[6, 7]",text,away,6.0,7.0,3241322
0,Expected goals (xG),"[None, None]",title,equal,,,3241322
1,Expected goals (xG),"['1.44', '0.50']",text,home,1.44,0.50,3241322
2,xG first half,"['0.43', '0.16']",text,home,0.43,0.16,3241322
3,xG second half,"['1.01', '0.34']",text,home,1.01,0.34,3241322
4,xG open play,"['0.34', '0.36']",text,away,0.34,0.36,3241322
5,xG set play,"['1.10', '0.14']",text,home,1.10,0.14,3241322
6,xG on target (xGOT),"['1.82', '0.40']",text,home,1.82,0.40,3241322
0,Passes,"[None, None]",title,equal,,,3241322
1,Passes,"[343, 475]",text,away,343,475,3241322
2,Accurate passes,"['281 (82%)', '420 (88%)']",text,away,281 (82%),420 (88%),3241322
3,Own half,"[145, 303]",text,away,145,303,3241322
4,Opposition half,"[136, 117]",text,home,136,117,3241322
5,Accurate long balls,"['35 (63%)', '24 (57%)']",text,home,35 (63%),24 (57%),3241322
6,Accurate crosses,"['6 (27%)', '2 (14%)']",text,home,6 (27%),2 (14%),3241322
7,Throws,"[13, 16]",text,away,13,16,3241322
0,Defence,"[None, None]",title,equal,,,3241322
1,Tackles won,"['12 (63%)', '11 (58%)']",text,home,12 (63%),11 (58%),3241322
2,Interceptions,"[13, 7]",text,home,13,7,3241322
3,Blocks,"[0, 0]",text,equal,0,0,3241322
4,Clearances,"[11, 15]",text,away,11,15,3241322
5,Keeper saves,"[3, 3]",text,equal,3,3,3241322
0,Duels,"[None, None]",title,equal,,,3241322
1,Duels won,"[61, 55]",text,home,61,55,3241322
2,Ground duels won,"['51 (55%)', '42 (45%)']",text,home,51 (55%),42 (45%),3241322
3,Aerial duels won,"['10 (43%)', '13 (57%)']",text,away,10 (43%),13 (57%),3241322
4,Successful dribbles,"['20 (71%)', '7 (64%)']",text,home,20 (71%),7 (64%),3241322
0,Discipline,"[None, None]",title,equal,,,3241322
1,Yellow cards,"[3, 0]",text,home,3.0,0.0,3241322
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241322
0,Ball possession,"[28, 72]",graph,away,28,72,3456334
1,Expected goals (xG),"['1.84', '2.16']",text,away,1.84,2.16,3456334
2,Total shots,"[11, 28]",text,away,11,28,3456334
3,Big chances,"[2, 3]",text,away,2,3,3456334
4,Big chances missed,"[0, 3]",text,home,0,3,3456334
5,Accurate passes,"['162 (73%)', '472 (86%)']",text,away,162 (73%),472 (86%),3456334
6,Fouls committed,"[11, 14]",text,home,11,14,3456334
7,Offsides,"[1, 0]",text,away,1,0,3456334
8,Corners,"[5, 15]",text,away,5,15,3456334
0,Shots,"[None, None]",title,equal,,,3456334
1,Total shots,"[11, 28]",text,away,11.0,28.0,3456334
2,Shots off target,"[4, 11]",text,away,4.0,11.0,3456334
3,Shots on target,"[6, 8]",text,away,6.0,8.0,3456334
4,Blocked shots,"[1, 9]",text,away,1.0,9.0,3456334
5,Hit woodwork,"[1, 1]",text,equal,1.0,1.0,3456334
6,Shots inside box,"[7, 13]",text,away,7.0,13.0,3456334
7,Shots outside box,"[4, 15]",text,away,4.0,15.0,3456334
0,Expected goals (xG),"[None, None]",title,equal,,,3456334
1,Expected goals (xG),"['1.84', '2.16']",text,away,1.84,2.16,3456334
2,xG first half,"['1.05', '0.86']",text,home,1.05,0.86,3456334
3,xG second half,"['0.79', '1.30']",text,away,0.79,1.30,3456334
4,xG open play,"['1.05', '1.58']",text,away,1.05,1.58,3456334
5,xG set play,"['0.00', '0.58']",text,away,0.00,0.58,3456334
6,xG penalty,"['0.79', '0.00']",text,home,0.79,0.00,3456334
7,xG on target (xGOT),"['2.40', '1.14']",text,home,2.40,1.14,3456334
0,Passes,"[None, None]",title,equal,,,3456334
1,Passes,"[223, 549]",text,away,223,549,3456334
2,Accurate passes,"['162 (73%)', '472 (86%)']",text,away,162 (73%),472 (86%),3456334
3,Own half,"[83, 166]",text,away,83,166,3456334
4,Opposition half,"[79, 306]",text,away,79,306,3456334
5,Accurate long balls,"['13 (30%)', '32 (74%)']",text,away,13 (30%),32 (74%),3456334
6,Accurate crosses,"['1 (11%)', '11 (26%)']",text,away,1 (11%),11 (26%),3456334
7,Throws,"[12, 21]",text,away,12,21,3456334
0,Defence,"[None, None]",title,equal,,,3456334
1,Tackles won,"['7 (58%)', '12 (71%)']",text,away,7 (58%),12 (71%),3456334
2,Interceptions,"[13, 14]",text,away,13,14,3456334
3,Blocks,"[0, 0]",text,equal,0,0,3456334
4,Clearances,"[44, 10]",text,home,44,10,3456334
5,Keeper saves,"[8, 4]",text,home,8,4,3456334
0,Duels,"[None, None]",title,equal,,,3456334
1,Duels won,"[43, 55]",text,away,43,55,3456334
2,Ground duels won,"['32 (46%)', '38 (54%)']",text,away,32 (46%),38 (54%),3456334
3,Aerial duels won,"['11 (39%)', '17 (61%)']",text,away,11 (39%),17 (61%),3456334
4,Successful dribbles,"['7 (47%)', '11 (85%)']",text,away,7 (47%),11 (85%),3456334
0,Discipline,"[None, None]",title,equal,,,3456334
1,Yellow cards,"[2, 4]",text,away,2.0,4.0,3456334
2,Red cards,"[1, 0]",text,home,1.0,0.0,3456334
0,Ball possession,"[72, 28]",graph,home,72,28,3242780
1,Expected goals (xG),"['5.24', '1.52']",text,home,5.24,1.52,3242780
2,Total shots,"[31, 9]",text,home,31,9,3242780
3,Big chances,"[7, 2]",text,home,7,2,3242780
4,Big chances missed,"[3, 1]",text,away,3,1,3242780
5,Accurate passes,"['567 (86%)', '159 (62%)']",text,home,567 (86%),159 (62%),3242780
6,Fouls committed,"[17, 7]",text,away,17,7,3242780
7,Offsides,"[1, 0]",text,away,1,0,3242780
8,Corners,"[6, 5]",text,home,6,5,3242780
0,Shots,"[None, None]",title,equal,,,3242780
1,Total shots,"[31, 9]",text,home,31.0,9.0,3242780
2,Shots off target,"[5, 1]",text,home,5.0,1.0,3242780
3,Shots on target,"[12, 3]",text,home,12.0,3.0,3242780
4,Blocked shots,"[14, 5]",text,home,14.0,5.0,3242780
5,Hit woodwork,"[2, 0]",text,home,2.0,0.0,3242780
6,Shots inside box,"[22, 6]",text,home,22.0,6.0,3242780
7,Shots outside box,"[9, 3]",text,home,9.0,3.0,3242780
0,Expected goals (xG),"[None, None]",title,equal,,,3242780
1,Expected goals (xG),"['5.24', '1.52']",text,home,5.24,1.52,3242780
2,xG first half,"['1.86', '0.93']",text,home,1.86,0.93,3242780
3,xG second half,"['3.39', '0.59']",text,home,3.39,0.59,3242780
4,xG open play,"['2.89', '0.65']",text,home,2.89,0.65,3242780
5,xG set play,"['0.78', '0.09']",text,home,0.78,0.09,3242780
6,xG penalty,"['1.57', '0.79']",text,home,1.57,0.79,3242780
7,xG on target (xGOT),"['6.00', '1.86']",text,home,6.00,1.86,3242780
0,Passes,"[None, None]",title,equal,,,3242780
1,Passes,"[656, 258]",text,home,656,258,3242780
2,Accurate passes,"['567 (86%)', '159 (62%)']",text,home,567 (86%),159 (62%),3242780
3,Own half,"[200, 91]",text,home,200,91,3242780
4,Opposition half,"[367, 68]",text,home,367,68,3242780
5,Accurate long balls,"['27 (60%)', '33 (39%)']",text,away,27 (60%),33 (39%),3242780
6,Accurate crosses,"['10 (30%)', '5 (42%)']",text,home,10 (30%),5 (42%),3242780
